"Avg_mode_power","screenInch"
49.14,42
90.1,64
68,43
71,49
79,55
114,65
137,75
94.37,50
128.9,70
143,85
16.2,24
79,43
79,43
79,43
89,55
89,55
89,55
126,65
126,65
126,65
26.3,32
13.4,16
15.3,27
91.26,55
25.5,32
66.8,49
66.8,49
66.8,49
66.8,49
66.8,49
94.2,64
94.2,64
94.2,64
94.2,64
94.2,64
109.4,75
109.4,75
109.4,75
109.4,75
109.4,75
70.8,55
70.8,55
70.8,55
70.8,55
70.8,55
22.9,31
22.9,31
22.9,31
22.9,31
22.9,31
93,49
36.5,39
36.5,39
36.5,39
36.5,39
36.5,39
52.9,42
52.9,42
52.9,42
52.9,42
52.9,42
66.8,49
94.2,64
109.4,75
70.8,55
52.9,42
36.5,39
22.9,31
111.438,65
111.438,65
82.242,55
82.242,55
136.1,65
136.1,65
136.1,65
136.1,65
136.1,65
136.1,65
36.9,32
59.91,43
61.1,50
63.7,55
89.74,64
95.06,75
150.59,85
135.9,70
161,70
15.1,16
48.76,40
68,43
68,43
68,43
68,43
103,65
103,65
103,65
295.9,100
104.2,64
108.132,65
64.71,65
24.48,40
123.6,70
600,114
23.3,32
48.96,41
48.96,41
158,75
128.9,70
19.8,24
204.59,85
204.59,85
204.59,85
108.132,65
28.7,24
50.67,42
91,50
120,65
27.2,32
27.2,32
27.2,32
27.2,32
57.2,50
50.67,42
75.18,55
41,40
206,55
206,55
206,55
32.5,32
145.4,75
145.4,75
145.4,75
145.4,75
145.4,75
145.4,75
33.5,32
73,42
84,48
103,55
140,65
122,55
146,65
170,77
75.18,55
24,32
103,55
80.3,48
80.3,48
80.3,48
80.3,48
80.3,48
80.3,48
40.1,43
350,98
79.98,55
79.98,55
99.95,65
99.95,65
133.76,75
133.76,75
189.93,85
189.93,85
79.98,55
99.95,65
133.76,75
189.93,85
55.02,42
55.02,42
55.49,50
55.49,50
59.97,55
59.97,55
90.42,65
90.42,65
120.56,75
120.56,75
172.13,85
172.13,85
260,65
260,65
260,65
322,75
322,75
322,75
19.4,19
28.6,32
88.3,55
88.3,55
88.3,55
88.3,55
88.3,55
88.3,55
14.7,16
160.8,85
15.8718,19
55.02,42
55.49,50
90.42,65
120.56,75
172.13,85
106.46,55
157.4,65
169.46,75
236.68,85
264.81,100
109.038,70
59.97,55
257.2,85
73.6,55
73.6,55
73.6,55
73.6,55
85.767,50
197.27,85
115,55
115,55
115,55
115,55
115,55
115,55
35.2,32
35.2,32
35.2,32
35.2,32
99.42,50
99.42,50
99.42,50
99.42,50
99.42,50
99.42,50
147.44,65
147.44,65
147.44,65
147.44,65
147.44,65
147.44,65
180,75
180,75
180,75
180,75
180,75
180,75
54.39,41
54.39,41
54.39,41
54.39,41
126.1,65
112.7,65
112.7,65
112.7,65
112.7,65
112.7,65
112.7,65
115.9,55
35.2,32
54.39,41
60.9,55
299.4,98
220,77
165,75
15.1,24
133.54,75
114.354,65
82.11,55
60.564,50
36.91,40
29.55,32
86,50
92.8,55
92.8,55
92.8,55
92.8,55
92.8,55
92.8,55
180,75
48.76,40
22.8,32
29.07,40
22.8,32
22.8,32
29.07,40
29.07,40
29.6,32
252.1,100
177.17,75
262.49,85
137.97,65
33.5,32
81.288,60
24.687,32
87.3,55
72.6,55
93.25,65
71,43
71,43
71,43
83,49
83,49
83,49
109.77,75
97,55
97,55
97,55
122,65
122,65
122,65
163,75
195,85
140.89,70
280.55,85
280.55,85
280.55,85
280.55,85
280.55,85
73,43
70,43
83,49
83,49
97,55
97,55
120,65
120,65
165,75
165,75
212,86
212,86
143.1,70
163.1,75
162.1,75
142.1,70
47.23,40
31.92,32
64.6,50
110.12,55
110.12,55
379.07,100
379.07,100
379.07,100
379.07,100
379.07,100
379.07,100
379.07,100
144.5,65
144.5,65
144.5,65
144.5,65
144.5,65
138.82,70
138.82,70
138.82,70
138.82,70
138.82,70
88.8,55
88.8,55
120,65
191,85
103.99,70
103.99,70
103.99,70
24.17,32
33.62,43
151.8,65
151.8,65
151.8,65
19.4,19
19.4,19
19.4,19
36,43
40,49
49,55
56,65
143.6,85
115.4,75
103.5,64
90.7,55
40,40
354.9,98
354.9,98
354.9,98
354.9,98
354.9,98
354.9,98
76.8,55
26.3,24
38.6,31
159.6,75
159.6,75
159.6,75
94.37,50
128.9,70
19.64,24
19.64,24
24.6,27
24.6,27
19.64,24
24.6,27
27.14,32
159.6,75
226.38,85
226.38,85
226.38,85
226.38,85
37.86,31
37.86,31
37.86,31
37.86,31
35.6,31
61.524,50
72.83,55
101.54,65
130.146,75
27.036,32
51.78,42
298.5,86
298.5,86
298.5,86
298.5,86
298.5,86
44.2,43
102,55
147.21,65
147.21,65
44.2,43
44.2,43
69.65,55
69.65,55
69.65,55
28.3,24
37.1,32
38.6,40
182.3,70
92.2,55
23.98,24
23.98,24
23.98,24
23.98,24
23.98,24
31.84,32
31.84,32
31.84,32
31.84,32
31.84,32
93.1,55
112.086,58
38.2,42
114.6,85
24.9,32
122,65
16.9,24
105,55
94.14,65
94.14,65
94.14,65
94.14,65
94.14,65
94.14,65
96,50
154.03,75
154.03,75
154.03,75
154.03,75
154.03,75
154.03,75
154.03,75
154.03,75
120,55
88.8,50
117.3,65
168,65
332,98
108.294,70
105.43,65
149.6,64
15.3,19
16.33,24
16.33,24
16.33,24
16.33,24
16.33,24
153.11,70
27.036,32
27.14,32
44.2,43
68.12,55
92.076,65
108.294,70
31,32
33.5,32
35.3,32
43,43
91,49
91,49
91,49
116,65
116,65
116,65
102,55
102,55
102,55
56.9,50
131.1,77
131.1,77
131.1,77
131.1,77
446.3,100
446.3,100
446.3,100
446.3,100
69.4,55
92.9,65
212,86
212,86
101,55
101,55
96,55
96,55
124,65
124,65
163,77
163,77
189,83
189,83
17.766,24
65.9,55
97.7,65
154.23,75
17.766,24
20.96,24
113.2,65
92.1,55
92.1,55
91.6,55
102.9,65
76.8,50
76.8,50
68,49
68,49
76,48
76,48
88,55
88,55
106,65
106,65
51.3,40
41.6,40
55,42
35.8,32
65,42
65,42
153,77
153,77
82,55
82,55
105,65
105,65
73.4,50
188.5,78
118,65
118,65
98,65
98,65
165,75
165,75
106,75
106,75
106,75
132,86
82.5,58
141.1,70
132,86
74,48
70,43
70,43
64,43
64,43
83,49
83,49
92,55
92,55
82,55
82,55
91.5,50
99.2,55
49,43
17.766,24
79.3,55
111.6,65
140.4,75
35.3,32
115,65
115,65
135,77
135,77
92,55
98,65
132,86
68,49
138,86
138,86
147.1,70
162,75
115,65
231,86
24.84,32
38.4,42
61.38,55
61.38,55
61.38,55
61.38,55
105.96,64
105.96,64
105.96,64
105.96,64
105.96,64
61.38,55
106.68,75
106.68,75
106.68,75
147.1,70
81,49
106,75
189,83
189,83
106,55
87.6,49
190,75
175.2,85
86.5,55
115,64
140,75
175.2,85
109.038,70
50.5,40
34.296,31
34.296,31
34.296,31
111.8,55
150.7,65
204.81,75
204.81,75
140,65
140,65
153,75
153,75
187,86
187,86
49.6,50
49.6,50
94.96,55
94.96,55
87.96,55
96.612,49
96.612,49
248,65
248,65
248,65
148.6,97
70,43
70,43
70,43
111,55
111,55
111,55
79,48
109,55
109,55
109,55
47.9,50
216,83
138,77
45.69,43
92.9,65
94.65,64
98.27,55
134.33,65
40.4,40
79.06,50
47.9,50
31.2,32
43.6,40
70,43
83,49
92,55
140,65
140,65
69.8,55
60.2,49
154,65
154,65
154,65
104,55
25.23,32
203.5,75
109,55
109,55
109,55
87.99,55
105.58,65
129,65
145,65
174,77
110,55
110,55
110,55
58.81,50
71.5,55
92,65
122.94,75
45.012,43
70,54
175.9,65
287.2,86
195.4,75
182,77
70,43
178,77
216.9,85
178,77
214,83
214,83
67,42
62,43
62,43
62,43
107,55
107,55
107,55
141,65
141,65
141,65
137,65
137,65
137,65
152,65
152,65
152,65
134.4,64
156,75
156,75
156,75
271,75
271,75
271,75
151,75
151,75
151,75
216,77
216,77
216,77
186,83
199,85
199,85
199,85
286,85
286,85
286,85
211,85
211,85
211,85
360,85
360,85
360,85
242,98
242,98
242,98
75,64
282,65
282,65
282,65
50.5,42
228,97
228,97
253,97
253,97
69,42
69,42
69,42
69,42
154,75
154,75
154,75
154,65
154,65
154,65
248,83
196,85
196,85
196,85
196,85
181,75
181,75
181,75
181,75
122,65
122,65
122,65
122,65
79,55
79,55
79,55
79,55
75,49
75,49
75,49
75,49
68,43
68,43
68,43
68,43
356.4,98
107,55
107,55
107,55
100,50
100,50
100,50
204,75
204,75
204,75
248,85
248,85
248,85
260,100
260,100
111,55
111,55
111,55
16.33,24
140,65
140,65
140,65
166,75
166,75
166,75
211,85
211,85
211,85
92,49
92,49
92,49
153,65
189,75
189,75
189,75
220,85
220,85
220,85
77,49
77,49
77,49
15.38,24
15.87,32
84,55
84,55
84,55
84,55
84,55
84,55
84,55
117,65
117,65
117,65
117,65
117,65
117,65
259,65
259,65
259,65
330,85
330,85
330,85
143,75
143,75
143,75
143,75
143,75
143,75
187,85
187,85
187,85
187,85
187,85
187,85
187,85
282,100
282,100
282,100
65.43,55
91,55
81,49
155,86
66,43
137,75
115,65
68,49
106,75
104.8,55
104.8,55
104.8,55
104.8,55
104.8,55
104.8,55
104.8,55
104.8,55
104.8,55
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
110.08,65
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
175.6,75
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
199.69,85
320,100
320,100
320,100
320,100
320,100
320,100
320,100
320,100
320,100
320,100
39.8,43
285,75
285,75
285,75
112,55
112,55
112,55
131,65
131,65
131,65
178,75
178,75
178,75
220,85
220,85
220,85
117,65
143,75
104.8,55
104.8,55
110.08,65
175.6,75
199.69,85
320,100
186.5,85
107.4,64
128.9,75
172.4,85
165.6,97
151,83
151,83
104.7,75
50.5,40
50.5,40
69.5,50
65.43,55
59.75,40
59.75,40
118,65
20.83,24
20.83,24
20.83,24
20.83,24
159.1,65
159.1,65
159.1,65
159.1,65
159.1,65
159.1,65
159.1,65
190.2,75
190.2,75
190.2,75
190.2,75
190.2,75
190.2,75
190.2,75
28.17,40
28.17,40
22.07,32
22.07,32
22.07,32
51.09,42
51.09,42
59.02,50
59.02,50
62,55
62,55
98.86,65
98.86,65
117.04,75
117.04,75
117.04,75
177.89,85
177.89,85
115.94,65
115.94,65
145.91,75
145.91,75
186.38,85
186.38,85
222.34,100
222.34,100
225.8,85
225.8,85
225.8,85
225.8,85
225.8,85
225.8,85
225.8,85
20.83,24
147.1,70
24.3,32
28.17,40
32.46,39
108.29,70
47.04,42
47.04,42
47.04,42
47.04,42
112.38,55
112.38,55
112.38,55
112.38,55
112.38,55
75.48,55
75.48,55
75.48,55
75.48,55
156.42,64
156.42,64
156.42,64
156.42,64
107.58,65
107.58,65
107.58,65
107.58,65
32.4,32
86.09,60
20,24
33.1,40
136.1,55
68,43
68,43
68,43
68,43
68,43
79,49
79,49
79,49
79,49
79,49
164,97
92,55
92,55
118,65
118,65
75.21,55
105.39,65
121.59,75
171.81,85
113,55
113,55
113,55
122.5,65
136,65
97,55
271,64
340,75
130.5,75
136,75
136,75
136,75
136,75
136,75
136,75
113,65
113,65
113,65
113,65
113,65
113,65
79,55
79,55
79,55
79,55
79,55
79,55
68,43
68,43
68,43
68,43
68,43
68,43
71,49
71,49
71,49
71,49
71,49
71,49
142,85
142,85
142,85
142,85
142,85
142,85
42.7,42
50,49
64.3,55
77.1,64
97.2,75
92.78,55
92.78,55
92.78,55
115.94,65
67.9,55
186.38,85
222.34,100
145.91,75
358,98
358,98
358,98
60.48,49
60.48,49
60.48,49
60.48,49
51.09,42
59.02,50
62,55
98.86,65
177.89,85
239.2,85
280,114
36.26,40
25.4,31
30.3,39
64.3,55
30,32
104.99,65
104.99,65
122.25,75
122.25,75
175.06,85
175.06,85
238.44,100
238.44,100
104.99,65
122.25,75
175.06,85
238.44,100
216.3,85
216.3,85
216.3,85
216.3,85
47.9,50
35.97,31
35.97,31
21.55,24
129.15,65
129.15,65
169.46,75
191.41,85
129.15,65
169.46,75
169.46,75
191.41,85
191.41,85
165,75
165,75
136.1,75
97.1,65
23.82,23
128.56,65
137.3,75
167.13,85
23.89,23
130.8,75
130.8,75
130.8,75
130.8,75
36.9,40
135.9,75
135.9,75
135.9,75
135.9,75
135.9,75
32.9,40
109.1,65
109.1,65
109.1,65
109.1,65
109.1,65
109.1,65
57.9,55
57.9,55
57.9,55
135.9,75
32.3,40
30,32
93.2,55
93.2,55
93.2,55
93.2,55
93.2,55
93.2,55
15.38,24
15.87,32
85.7,55
35.2,40
24.2,32
136.6,65
94.1,65
36.5,39
78.3,55
100.68,65
102.6,75
125.64,85
108.294,70
35.2,40
63.29,55
81.08,65
87.19,75
155.84,85
108.4,55
108.4,55
108.4,55
108.4,55
108.4,55
108.4,55
27.1,32
27.1,32
27.1,32
27.1,32
27.1,32
27.1,32
313.1,97
96.66,55
96.66,55
96.66,55
96.66,55
105.84,64
105.84,64
105.84,64
105.84,64
25.4,31
30.3,39
21.68,32
35.67,42
68,43
71,49
79,55
54.9,43
64.6,55
181.9,86
56.59,49
79.95,55
71.19,50
71.19,50
100.24,55
100.24,55
110.31,65
110.31,65
133.21,75
133.21,75
154.51,85
154.51,85
248.33,100
248.33,100
71.19,50
113,65
136,75
142,85
100.24,55
110.31,65
133.21,75
154.51,85
248.33,100
83.4,55
95.8,65
101.9,77
136.8,77
147.3,75
121.6,65
66,43
73,49
81,55
103,65
140,75
164,85
53.7,43
79.95,55
79.95,55
104.68002,65
104.68002,65
134.5602,75
134.5602,75
104.68002,65
134.5602,75
66.2,50
74.4,55
136.6,75
25.47,32
46,43
53,49
54,55
67,65
163.7,85
111.6,65
36.9,40
59.84,50
63.12,42
63.12,42
63.12,42
157.32,64
157.32,64
157.32,64
157.32,64
71.1,55
36.6,43
118.6,65
142.18,75
63.12,42
22.3,24
22.3,24
428,114
428,114
428,114
22,24
49.21,42
35.2,32
50.04,43
36,31
36,31
36,31
36,31
36,31
62,48
62,48
32.4,32
201,65
143.5,55
54.86,50
22.3,24
22.3,24
22.3,24
22,24
22,24
22,24
22,24
35.2,32
35.2,32
35.2,32
35.2,32
23.55,24
32.4,32
110.95,55
110.95,55
110.95,55
110.95,55
110.95,55
162.79,65
162.79,65
162.79,65
162.79,65
162.79,65
54.9,49
54.9,49
63.9,55
122.8,75
107.6,65
96.9,65
55.3,49
50,43
50.56,43
259.29,100
259.29,100
268.08,100
268.08,100
259.29,100
268.08,100
303.84,116
303.84,116
303.84,116
126,65
122.94,75
68.2,60
130.5,75
56.59,49
36.26,40
72.7,50
72.7,50
72.7,50
80,55
58,43
66,49
40.4,40
40.4,40
40.4,40
40.4,40
40.4,40
40.4,40
68,55
95,65
118,75
70,54
70,54
55.9,43
55.9,43
55.9,43
73.9,55
73.9,55
73.9,55
111.9,65
111.9,65
111.9,65
160.3,75
160.3,75
160.3,75
23.55,24
102.2,50
102.2,50
102.2,50
102.2,50
102.2,50
102.2,50
45.012,43
108.29,70
108.29,70
108.29,70
108.29,70
129.3,55
129.3,55
129.3,55
129.3,55
129.3,55
129.3,55
180.8,65
180.8,65
180.8,65
180.8,65
180.8,65
180.8,65
171,75
171,75
171,75
171,75
171,75
171,75
27.7,32
27.7,32
27.7,32
27.7,32
27.7,32
27.7,32
106,65
65,43
68,49
95,55
15.3,19
69.3,60
38.4,42
108.29,70
108.29,70
108.29,70
70,43
83,49
92,55
118,65
62,43
128.89,75
54,49
55,55
69,65
133.926,55
157.044,65
66.3,43
66.3,43
66.3,43
66.3,43
66.3,43
66.3,43
25.26,32
23,24
23,24
23,24
23,24
27.25,22
128.89,75
70,54
108.294,70
61.9,60
40.25,40
33.5,32
24.3,32
80.1,50
80.1,50
80.1,50
80.1,50
80.1,50
80.1,50
32.9,40
55.3,49
67.9,55
68.2,60
139.61,70
139.61,70
139.61,70
139.61,70
139.61,70
232.91,98
21.64,24
21.64,24
94.374,65
35.04,31
35.04,31
137.2,75
14.89,19
21.71,19
25.17,24
25.17,24
24.52,31
31,31
31,31
31,31
147,75
108.02,70
43.5,40
43.2,40
65.9,43
81,49
91,55
115,65
136.9,75
155,86
137,75
155,86
122.64,65
88.74,55
193.1,75
193.1,75
193.1,75
193.1,75
193.1,75
193.1,75
19.2,24
19.2,24
19.2,24
19.2,24
19.2,24
70,55
85,65
61,48
61,48
76.5,55
76.5,55
76.5,55
98,65
98,65
98,65
52,42
58,48
293,98
293,98
293,98
34.7,40
38.12,32
61,48
85.2,58
58.7,55
131.3,55
131.3,55
131.3,55
131.3,55
131.3,55
131.3,55
120.1,65
120.1,65
120.1,65
120.1,65
120.1,65
120.1,65
143.6,85
83.6,65
19.2,24
155,86
137,75
82,55
82,55
94.374,65
110.35,70
101.358,65
130.692,75
21,24
46.1,39
70.7,49
208.5,65
248.3,75
321.3,85
75.48,55
75.48,55
75.48,55
75.48,55
94.374,65
128.89,75
107.6,64
66.42,64
91,55
115,65
89.1,54
66,43
464,114
81,49
42,31
35.9,28
32.9,32
22.6,24
211.836,75
102,60
102,60
102,60
102,60
102,60
102,60
45.3,40
78,55
78,55
78,55
110,65
110,65
110,65
146,85
146,85
146,85
134,75
134,75
134,75
38.16,42
31.68,32
31.68,32
31.68,32
32.46,39
32.46,39
32.46,39
17.48,24
18.47,19
67.76,50
52.6,50
100.8,65
25.68,24
34.76,32
35.63,40
60.62,55
112.33,70
108.29,70
31.784,32
94.65,64
94.65,64
94.65,64
82.2,55
15.38,24
100.3,75
56.59,49
195.75,75
33.4,31
58.95,50
90.11,55
92.39,65
57,42
65.8,49
83.6,55
109.8,65
133,75
28,32
28,32
28,32
60.78,54
60.78,54
60.78,54
60.78,54
60.78,54
34.296,31
34.296,31
34.296,31
34.296,31
34.296,31
60.78,54
114.75,55
114.75,55
114.75,55
114.75,55
114.75,55
114.75,55
114.75,55
158.28,65
158.28,65
158.28,65
158.28,65
158.28,65
127.74,55
127.74,55
127.74,55
127.74,55
127.74,55
34.8,32
26.3,24
26.3,24
26.3,24
252.5,74
252.5,74
252.5,74
252.5,74
252.5,74
482.4,86
482.4,86
482.4,86
482.4,86
482.4,86
240.9,64
340.8,74
254.9,100
254.9,100
254.9,100
254.9,100
254.9,100
82,55
82,55
100,65
100,65
105,75
105,75
61.2,55
67.5,55
47.5,50
52.1,49
76.6,65
51.6,49
51.6,49
51.6,49
24.7,32
20.2,24
32.5,43
41.5,43
152.8,75
106,65
106,65
20,24
62,43
62,43
80,55
80,55
63,43
63,43
76,49
76,49
100,65
100,65
140,65
140,65
106,75
106,75
132,75
132,75
25.7,24
36.6,32
51.6354,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
51.03,43
212,85
212,85
109,65
109,65
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
51.6354,43
65.5236,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
71.3472,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
67.434,55
93.012,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.0792,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
90.1488,65
103.59,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
124.536,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
119.9244,75
51.6,49
51.6,49
51.6,49
149.6,69
136.3,70
102,60
55.52,50
55.52,50
55.52,50
55.52,50
55.52,50
27.42,32
76,49
76,49
80,49
80,49
78,55
78,55
82,55
82,55
88,55
88,55
166,75
166,75
158,85
158,85
10,24
63,43
63,43
100,65
100,65
130,75
130,75
155,85
155,85
78,48
60,48
60,48
90,55
90,55
96,55
96,55
92,55
112,65
138,77
138,77
140,77
27.25,24
17.9,24
146,86
146,86
70,43
70,43
70,43
73,49
73,49
73,49
84,55
84,55
84,55
111,65
111,65
111,65
142,75
142,75
142,75
151,85
151,85
151,85
67,43
67,43
67,43
67,43
67,43
71,49
71,49
71,49
71,49
71,49
126,77
126,77
155,83
92,55
118,65
55,42
55,42
151,83
133,83
133,83
99,65
99,65
179.1,75
179.1,75
179.1,75
179.1,75
179.1,75
179.1,75
255.138,85
255.138,85
255.138,85
255.138,85
214.632,75
214.632,75
214.632,75
214.632,75
197.274,65
197.274,65
197.274,65
197.274,65
147.3,65
147.3,65
147.3,65
147.3,65
147.3,65
147.3,65
223.7,75
223.7,75
223.7,75
223.7,75
223.7,75
223.7,75
219.1,100
219.1,100
219.1,100
219.1,100
219.1,100
219.1,100
58.3,43
58.3,43
58.3,43
58.3,43
55.52,50
112,65
112,65
112,65
112,65
112,65
79,55
79,55
79,55
79,55
79,55
142,85
142,85
142,85
142,85
142,85
133,75
133,75
133,75
133,75
133,75
60.48,49
60.48,49
60.48,49
60.48,49
58.7,55
58.7,55
58.7,55
58.7,55
223,85
223,85
223,85
128,65
100,55
189,75
189,75
189,75
108,55
108,55
108,55
75,55
75,55
75,55
137,86
137,86
17.88,24
17.88,24
35.42,32
35.42,32
69.27,39
69.27,39
96,58
128,70
97.4,55
97.4,55
97.4,55
97.4,55
97.4,55
97.4,55
35.1,32
35.1,32
35.1,32
35.1,32
102,55
102,55
102,55
153,65
153,65
153,65
203,75
203,75
203,75
260,85
260,85
260,85
153,65
153,65
153,65
215,83
173,77
173,77
173,77
92,55
112,65
140,77
155,83
138,65
138,65
138,65
83,49
83,49
83,49
130,65
130,65
130,65
17.88,24
68.2,50
76.1,55
76.1,55
76.1,55
76.1,55
76.1,55
278,100
278,100
278,100
105,55
105,55
105,55
69,43
69,43
69,43
213,77
187,75
187,75
187,75
141,85
141,85
141,85
117,75
117,75
117,75
101,65
101,65
101,65
86.6,65
86.6,65
86.6,65
86.6,65
86.6,65
66.2,43
85.5,49
118,75
85,55
160,85
92,65
340,98
35.42,32
69.27,39
130.2,65
172,75
166.9,85
129.4,65
105.9,55
105.8,49
191.6,100
38.7,43
122.82,65
122.82,65
122.82,65
122.82,65
228,97
228,97
200,100
200,100
230,100
230,100
151.4,65
151,65
151,65
151,65
138,75
138,75
138,75
137,77
185,83
247,83
219,85
219,85
219,85
99,49
99,49
99,49
78,48
147,65
147,65
147,65
234,85
234,85
234,85
153,65
153,65
153,65
38.1,31
38.1,31
38.1,31
38.1,31
22.1,24
42.9,32
105.7,75
79.1,65
180,75
180,75
180,75
111,55
111,55
111,55
66,42
86,48
105,55
105,55
105,55
196,85
196,85
196,85
110,55
84,55
84,55
84,55
111,65
111,65
111,65
46.078,42
142,75
142,75
142,75
151,85
75,49
58,43
29,32
227.8,85
227.8,85
227.8,85
227.8,85
227.8,85
227.8,85
37.6,43
140.14,75
23.45,24
29,32
112,55
112,55
112,55
96.7,55
56.2,64
97.6,75
193.2,85
190.9,97
157.4,75
57,42
58.6,49
54.8,55
186.5,85
42.4,42
50,49
49.6,55
96.8,75
211.6,75
100.4,55
175,75
129.1,75
99.5,64
71.6,54
41,40
41,40
41,40
48,43
48,43
48,43
28.17,40
28.17,40
22.07,32
22.07,32
22.07,32
28.17,40
106.434,65
61.7,49
108.3,70
30.63,40
30.63,40
49.62,42
49.62,42
50.32,50
52.49,55
52.49,55
69.23,65
69.23,65
102.05,75
102.05,75
129.96,85
129.96,85
30.63,40
49.62,42
50.32,50
50.32,50
69.23,65
52.49,55
102.05,75
129.96,85
87.25,55
87.25,55
215.17,100
215.17,100
174.17,85
174.17,85
135.5,75
135.5,75
87.25,55
135.5,75
174.17,85
215.17,100
79.6,55
88.52,65
79.6,55
79.6,55
88.52,65
88.52,65
138.43,65
138.43,65
135.5,75
135.5,75
182.87,85
182.87,85
141.6,75
141.6,75
187.48,85
187.48,85
141.6,75
187.48,85
138.43,65
135.5,75
182.87,85
24.82,32
24.82,32
24.82,32
24.82,32
24.82,32
123.02,75
123.02,75
123.02,75
123.02,75
123.02,75
40.5,40
